id,default_code,name,categ,kiss_cost,btv_cost,cmn_cost,kiss_taxes,btv_taxes,cmn_taxes,kiss_stx,btv_stx,cmn_stx,kiss_sellers,btv_sellers,cmn_sellers,route_ids,tracking
32954,,MOONA-HOUSE White Perfume Lotion 40 g [216CTN],Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5,lot
30255,,MOONA-HOUSE White Perfume Lotion 40 g [CL],Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,1,1,1,7|5,lot
32686,GWP-FGC001-BX-01,Malissa Kiss - กระเป๋าซิปใส (เล็ก),Finished Goods / Finished Goods - Domestic,5,5,5,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7,lot
32741,,Malissa Kiss Whitening Perfume Lotion 200g (clearance 2025),Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,1,1,1,7|5|16,lot
15475,,PENDORA-SCENTS Eau De Parfum,Finished Goods / Finished Goods - Imported,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5|16,lot
30256,,PENDORA-SCENTS Eau De Parfum [CL],Finished Goods / Finished Goods - Imported,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5|16,lot
26248,PBC200,PERSONA AHA ALPHA B3 SKIN BOOSTER WHITE CREAM 200 g,Finished Goods / Finished Goods - Domestic External (CMN),0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5,lot
31490,,PERSONA AHA ALPHA B3 SKIN BOOSTER WHITE CREAM 200 g (copy),Finished Goods / Finished Goods - Domestic External (CMN),0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5,lot
30379,PBL001,Plastic storage box with lid Yellow Size L,Finished Goods / Finished Goods - Imported,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7,lot
31295,SDS030-SET,SKINOXY Advanced Booster Duo Serum Set 30 ml,Finished Goods / Finished Goods - Domestic,42,42,42,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7,lot
15476,SAS050,SKINOXY Anti Acne Spray 50 ml,Finished Goods / Finished Goods - Domestic,34.07,34.07,34.07,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5|16,lot
30257,SAS050-CL,SKINOXY Anti Acne Spray 50 ml [CL],Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5|16,lot
33083,SBOX-PH001,SKINOXY BOXSET PHUWIN,Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,5,lot
30258,SBPS180-CL,SKINOXY Body Lotion SPF50+ PA++++ 180 g [CL],Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,1,1,1,7|16,none
15477,,SKINOXY Body Serum 275 g,Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,8,8,8,7|5,lot
30259,,SKINOXY Body Serum 275 g [CL],Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5|16,lot
33274,,SKINOXY Body Serum 275 g [SA],Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5,lot
31783,,SKINOXY Body Serum 275 g [TW],Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5|16,lot
32094,,SKINOXY Body Serum 275 g [VN],Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,1,1,1,7|5|16,lot
32203,,SKINOXY Body Serum 30 g,Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,2,2,2,7|5,lot
32323,,SKINOXY Body Serum 30 g [144CTN],Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,5,lot
31846,,SKINOXY Body Wash 700ml,Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,3,3,3,7|5,lot
33278,,SKINOXY Body Wash 700ml [SA],Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5,lot
15478,,SKINOXY Booster Serum 10 ml,Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,1,1,1,7|5|16,lot
31510,,SKINOXY Booster Serum 10 ml (96PCS),Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,5,lot
30260,,SKINOXY Booster Serum 10 ml [CL],Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5|16,lot
30261,,SKINOXY Booster Serum 30 ml [CL],Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5|16,lot
32608,,SKINOXY Booster Serum 30 ml [CL] [Summer Sale],Finished Goods / Finished Goods - Domestic,0,0,0,2|20,2|20,2|20,1|19|37,1|19|37,1|19|37,0,0,0,7|5,lot
15480,,SKINOXY Booster Serum 9 ml,Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5|16,lot
30262,,SKINOXY Booster Serum 9 ml [CL],Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5|16,lot
33264,SAH009-CL-20,SKINOXY Booster Serum 9 ml [CL] [Summer Sale],Finished Goods / Finished Goods - Domestic,21.03,21.03,21.03,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5,lot
15481,SSS050,SKINOXY Booster Spray 50 ml,Finished Goods / Finished Goods - Domestic,30.87,30.87,30.87,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5|16,lot
30263,SSS050-CL,SKINOXY Booster Spray 50 ml [CL],Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5|16,lot
15482,SCG300,SKINOXY Cleansing Gel 300 ml,Finished Goods / Finished Goods - Domestic,39.29,39.29,39.29,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5|16,lot
30264,SCG300-CL,SKINOXY Cleansing Gel 300 ml [CL],Finished Goods / Finished Goods - Domestic,39.29,39.29,39.29,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,5,lot
32609,SCG300-CL-20,SKINOXY Cleansing Gel 300 ml [CL] [End Year Sale],Finished Goods / Finished Goods - Domestic,39.29,39.29,39.29,2|20,2|20,2|20,1|19|37,1|19|37,1|19|37,0,0,0,7|5,lot
15483,SCC050,SKINOXY Cream 50 g,Finished Goods / Finished Goods - Domestic,33.28,33.28,33.28,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5|16,lot
30265,SCC050-CL,SKINOXY Cream 50 g [CL],Finished Goods / Finished Goods - Domestic,33.28,33.28,33.28,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5|16,lot
30377,,SKINOXY Fabric Eye Cover,Finished Goods / Finished Goods - Imported,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7,lot
31824,,SKINOXY Hydrogel Mask 30g,Finished Goods / Finished Goods - Imported,0,0,0,2|20|38,2|20|38,2|20|38,3|19|37,3|19|37,3|19|37,4,4,4,7|5|16,lot
33431,,SKINOXY Hydrogel Mask PACK3,Finished Goods / Finished Goods - Imported,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,1,1,1,7|5|16,none
15484,SCS030,SKINOXY Intensive Serum 30 ml,Finished Goods / Finished Goods - Domestic,32.64000000000001,32.64000000000001,32.64000000000001,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5|16,lot
30266,SCS030-CL,SKINOXY Intensive Serum 30 ml [CL],Finished Goods / Finished Goods - Domestic,32.64,32.64,32.64,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5|16,lot
15486,,SKINOXY Mask,Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,11,11,11,7|5|16,lot
31508,,SKINOXY Mask (6PCS),Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,5,lot
31509,,SKINOXY Mask 25g (72PCS),Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,5,lot
30267,,SKINOXY Mask [CL],Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,1,1,1,7|5,lot
33058,,SKINOXY Mask [Rework],Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,1,1,1,7|5|16,lot
33436,,SKINOXY Mask [SA],Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,1,1,1,7|5,lot
32096,,SKINOXY Mask [VN],Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,1,1,1,7|5,lot
15487,,SKINOXY Overnight Mask 25 ml,Finished Goods / Finished Goods - Domestic,11.63,11.63,11.63,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5,lot
33269,SCAC085,SKINOXY Pro Acne Clear Facial Cleanser 85 g,Finished Goods / Finished Goods - Domestic,0,0,0,38,38,38,37,37,37,1,1,1,7|5|16,lot
33502,SCAC085-BD,SKINOXY Pro Acne Clear Facial Cleanser 85 g [BD],Finished Goods / Finished Goods - Domestic,0,0,0,20|38,20|38,20|38,19|37,19|37,19|37,1,1,1,7|5|16,lot
15479,,SKINOXY Pro Booster Serum 30 ml,Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,7,7,7,7|5|16,lot
25324,,SKINOXY Pro Cleanser 220 ml,Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,5,5,5,7|5,lot
30268,,SKINOXY Pro Cleanser 220 ml [CL],Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5,lot
33121,,SKINOXY Pro Cleanser 220 ml [Rework],Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,1,1,1,7|5,lot
33279,,SKINOXY Pro Cleanser 220 ml [SA],Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5,lot
32971,,SKINOXY Pro Cleanser 220 ml [VN],Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5|16,lot
24979,SBPS180,SKINOXY Pro Sun Protection Body Lotion SPF50+ PA++++ 180 g,Finished Goods / Finished Goods - Domestic,34.56480373952153,34.56480373952153,34.56480373952153,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,2,2,2,7|5,lot
33275,SBPS180-SA,SKINOXY Pro Sun Protection Body Lotion SPF50+ PA++++ 180 g [SA],Finished Goods / Finished Goods - Domestic,34.26988333333333,34.26988333333333,34.26988333333333,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5,lot
32095,SBPS180-VN,SKINOXY Pro Sun Protection Body Lotion SPF50+ PA++++ 180 g [VN],Finished Goods / Finished Goods - Domestic,35.03449319727891,35.03449319727891,35.03449319727891,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|16,lot
31586,SBPS030,SKINOXY Pro Sun Protection Body Lotion SPF50+ PA++++ 30 g,Finished Goods / Finished Goods - Domestic,12.122265343688838,12.122265343688838,12.122265343688838,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,2,2,2,7|5|16,lot
31952,SBPS030-144CTN,SKINOXY Pro Sun Protection Body Lotion SPF50+ PA++++ 30 g (144CTN),Finished Goods / Finished Goods - Domestic,1745.99,1745.99,1745.99,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5|16,lot
33322,SCPW085,SKINOXY Pro Whitening Facial Cleanser 85 g,Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|16,lot
32076,,SKINOXY Refill Toner Pad 150 ml (80 Sheets),Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,2,2,2,7|5,lot
33277,,SKINOXY Refill Toner Pad 150 ml (80 Sheets) [SA],Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5,lot
15488,,SKINOXY Soothing Gel 230 g,Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,4,4,4,7|5|16,lot
30269,,SKINOXY Soothing Gel 230 g [CL],Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5|16,lot
33276,,SKINOXY Soothing Gel 230 g [SA],Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5,lot
31580,,SKINOXY Soothing Gel 50g,Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,2,2,2,7|5|16,lot
31687,,SKINOXY TONER PAD 150 ml (Rework เพิ่มแผ่นโฟม),Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5|16,lot
15489,SCT300,SKINOXY Toner 300 ml,Finished Goods / Finished Goods - Domestic,42.2,42.2,42.2,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5|16,lot
30270,SCT300-CL,SKINOXY Toner 300 ml [CL],Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5|16,lot
30955,,SKINOXY Toner Pad 150 ml (80 Sheets),Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,5,5,5,7|5|16,lot
32972,,SKINOXY Toner Pad 150 ml (80 Sheets) [VN],Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,2,2,2,7|5|16,lot
33467,SUPM050,SKINOXY UV Sunscreen 50ml,Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5|16,lot
32413,,Skinoxy Toner Pad 10 Pad,Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,7,7,7,7|5|16,lot
31264,GWP-TShirt-Haas,"T-Shirt Haas รุ่น ซัมเมอร์ (คละสี, คละไซส์)",Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,1,1,1,7,lot
33517,TKH045,THAI KONG BRAND HERBAL INHALER 4.5 g,Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,5,lot
32742,TOPSPD-AIRPOD4,TOP SPENDER-AirPods 4,Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,1,1,1,7,none
31469,WNS001,WINKEL Nano Sponge,Finished Goods / Finished Goods - Imported,4.1076,4.1076,4.1076,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7,lot
19846,WNS002,WINKEL Nano Sponge (Tester),Finished Goods / Finished Goods - Imported,2.126900000000001,2.126900000000001,2.126900000000001,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,2,2,2,7,lot
30271,WNS002-CL,WINKEL Nano Sponge (Tester) [CL],Finished Goods / Finished Goods - Imported,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7,lot
15490,WNS003,WINKLE Nano Sponge,Finished Goods / Finished Goods - Imported,4.15,4.15,4.15,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5|16,lot
26176,,WINKLE Nano Sponge,Finished Goods / Finished Goods - Imported,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7,lot
30272,WNS003-CL,WINKLE Nano Sponge [CL],Finished Goods / Finished Goods - Imported,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5|16,lot
31292,YAW010,YUMA Alcohol Wipe 10 pcs,Finished Goods / Finished Goods - Imported,4.211,4.211,4.211,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7,lot
31293,,YUMA Alcohol Wipe 60 Pcs,Finished Goods / Finished Goods - Domestic,26.544,26.544,26.544,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7,lot
31419,YAW060,YUMA Alcohol Wipe 60 pcs,Finished Goods / Finished Goods - Imported,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7,lot
31294,YBW080,YUMA Baby Wipes Soft & Care 80 Sheets,Finished Goods / Finished Goods - Domestic,16.418,16.418,16.418,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7,lot
15491,YHG100,YUMA Hand Sanitizer Gel 100 ml,Finished Goods / Finished Goods - Domestic,28,28,28,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5|16,lot
30273,YHG100-CL,YUMA Hand Sanitizer Gel 100 ml [CL],Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5|16,lot
15492,YHG040,YUMA Hand Sanitizer Gel 40 ml,Finished Goods / Finished Goods - Domestic,13.49,13.49,13.49,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5|16,lot
30274,YHG040-CL,YUMA Hand Sanitizer Gel 40 ml [CL],Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5|16,lot
15493,YHG500,YUMA Hand Sanitizer Gel 500 ml,Finished Goods / Finished Goods - Domestic,39.02,39.02,39.02,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5|16,lot
30275,YHG500-CL,YUMA Hand Sanitizer Gel 500 ml [CL],Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5|16,lot
15494,YHG1000,YUMA Hand Sanitizing Gel 1000 ml,Finished Goods / Finished Goods - Domestic,69.1,69.1,69.1,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5|16,lot
30276,YHG1000-CL,YUMA Hand Sanitizing Gel 1000 ml [CL],Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5|16,lot
15495,,YUMA Mask,Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,1,1,1,7|5|16,lot
30277,,YUMA Mask [CL],Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5|16,lot
30460,YMS001,YUMA Pm 2.5 Mask + YUMA Mini Sanitizing Spray,Finished Goods / Finished Goods - Imported,4.169,4.169,4.169,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7,none
15496,YMS015,YUMA Sanitizing Spray,Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5|16,lot
30278,YMS015-CL,YUMA Sanitizing Spray [CL],Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7|5|16,lot
31236,GWP-APR-001,พวงกุญแจ ลูกปัด สีชมพู,Finished Goods / Finished Goods - Domestic,15.993333,15.993333,15.993333,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,1,1,1,7,lot
32422,GWP-PUR-001-WHT,เครื่องฟอกอากาศ Samsung GWP,Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7,none
31967,GDXX100-PP-01,แผ่นพับ 6.3×10.5 cm. GPJRXXX-PP-01,Finished Goods / Finished Goods - Domestic,0,0,0,2|20|38,2|20|38,2|20|38,1|19|37,1|19|37,1|19|37,0,0,0,7,none
